key;sources;monoculture;inhibition score;test organism;phylogenetic distance (Tamura-Nei);strain A;strain B
S2_m125_1|S3_m138_1;S_S;1;2;Staphylococcus;0.223853333;S2_m125_1;S3_m138_1
S2_m125_1|S3_m138_1;S_S;1;0;Acinetobacter;0.223853333;S2_m125_1;S3_m138_1
P3_m158_1|S2_m125_1;P_S;1;0;Acinetobacter;0.223853333;P3_m158_1;S2_m125_1
P3_m158_1|S2_m125_1;P_S;1;2;Staphylococcus;0.223853333;P3_m158_1;S2_m125_1
S2_m125_1|S3_m201_1;S_S;1;2;Staphylococcus;0.223853333;S2_m125_1;S3_m201_1
S2_m125_1|S3_m201_1;S_S;1;0;Acinetobacter;0.223853333;S2_m125_1;S3_m201_1
P2_m24_1|S2_m125_1;P_S;1;2;Staphylococcus;0.223854393;P2_m24_1;S2_m125_1
P2_m24_1|S2_m125_1;P_S;1;0;Acinetobacter;0.223854393;P2_m24_1;S2_m125_1
S2_m125_1|S2_m52_1;S_S;1;2;Staphylococcus;0.223854393;S2_m125_1;S2_m52_1
S2_m125_1|S2_m52_1;S_S;1;0;Acinetobacter;0.223854393;S2_m125_1;S2_m52_1
S2_m54_1|S3_m206_1;S_S;1;0;Acinetobacter;0.223856767;S2_m54_1;S3_m206_1
S2_m54_1|S3_m206_1;S_S;1;2;Staphylococcus;0.223856767;S2_m54_1;S3_m206_1
S2_m125_1|S3_m206_1;S_S;1;0;Acinetobacter;0.223857827;S2_m125_1;S3_m206_1
S2_m125_1|S3_m206_1;S_S;1;2;Staphylococcus;0.223857827;S2_m125_1;S3_m206_1
P2_m239_1|S2_m60_1;P_S;0;nan;Staphylococcus;0.223872644;P2_m239_1;S2_m60_1
P2_m239_1|S2_m60_1;P_S;0;0;Acinetobacter;0.223872644;P2_m239_1;S2_m60_1
P2_m66_1|S3_m194_1;P_S;0;0;Acinetobacter;0.22387697;P2_m66_1;S3_m194_1
P2_m66_1|S3_m194_1;P_S;0;0;Staphylococcus;0.22387697;P2_m66_1;S3_m194_1
P2_m69_1|S3_m194_1;P_S;0;0;Staphylococcus;0.22387697;P2_m69_1;S3_m194_1
P2_m69_1|S3_m194_1;P_S;0;0;Acinetobacter;0.22387697;P2_m69_1;S3_m194_1
S2_m54_1|S3_m194_1;S_S;0;0;Staphylococcus;0.223880906;S2_m54_1;S3_m194_1
S2_m54_1|S3_m194_1;S_S;0;0;Acinetobacter;0.223880906;S2_m54_1;S3_m194_1
P2_m22_1|S3_m146_1;P_S;0;0;Acinetobacter;0.223882695;P2_m22_1;S3_m146_1
P2_m22_1|S3_m146_1;P_S;0;0;Staphylococcus;0.223882695;P2_m22_1;S3_m146_1
P2_m83_1|S3_m146_1;P_S;0;0;Acinetobacter;0.223896047;P2_m83_1;S3_m146_1
P2_m83_1|S3_m146_1;P_S;0;0;Staphylococcus;0.223896047;P2_m83_1;S3_m146_1
S2_m125_1|S3_m229_1;S_S;0;0;Acinetobacter;0.223902912;S2_m125_1;S3_m229_1
S2_m125_1|S3_m229_1;S_S;0;0;Staphylococcus;0.223902912;S2_m125_1;S3_m229_1
P2_m18_1|P3_m179_1;P_P;0;0;Staphylococcus;0.223905033;P2_m18_1;P3_m179_1
P2_m31_4|P3_m187_1;P_P;0;0;Acinetobacter;0.223908281;P2_m31_4;P3_m187_1
P2_m31_4|P3_m187_1;P_P;0;0;Staphylococcus;0.223908281;P2_m31_4;P3_m187_1
P2_m31_1|P3_m187_1;P_P;0;0;Staphylococcus;0.223908281;P2_m31_1;P3_m187_1
P2_m31_1|P3_m187_1;P_P;0;0;Acinetobacter;0.223908281;P2_m31_1;P3_m187_1
P2_m67_1|P3_m123_1;P_P;0;0;Acinetobacter;0.223944354;P2_m67_1;P3_m123_1
P2_m67_1|P3_m123_1;P_P;0;1;Staphylococcus;0.223944354;P2_m67_1;P3_m123_1
P2_m66_1|S2_m61_1;P_S;1;0;Acinetobacter;0.223951793;P2_m66_1;S2_m61_1
P2_m66_1|S2_m61_1;P_S;1;2;Staphylococcus;0.223951793;P2_m66_1;S2_m61_1
P2_m69_1|S2_m61_1;P_S;1;2;Staphylococcus;0.223951793;P2_m69_1;S2_m61_1
P2_m69_1|S2_m61_1;P_S;1;0;Acinetobacter;0.223951793;P2_m69_1;S2_m61_1
S2_m54_1|S2_m61_1;S_S;1;0;Acinetobacter;0.223955186;S2_m54_1;S2_m61_1
S2_m54_1|S2_m61_1;S_S;1;2;Staphylococcus;0.223955186;S2_m54_1;S2_m61_1
P2_m50_1|S2_m125_1;P_S;1;0;Acinetobacter;0.223968785;P2_m50_1;S2_m125_1
P2_m50_1|S2_m125_1;P_S;1;2;Staphylococcus;0.223968785;P2_m50_1;S2_m125_1
P1_m107_1|P3_m141_1;P_P;0;0;Acinetobacter;0.223984861;P1_m107_1;P3_m141_1
P1_m107_1|P3_m141_1;P_P;0;0;Staphylococcus;0.223984861;P1_m107_1;P3_m141_1
P2_m126_1|S3_m131_1;P_S;0;0;Acinetobacter;0.224024005;P2_m126_1;S3_m131_1
P2_m126_1|S3_m131_1;P_S;0;0;Staphylococcus;0.224024005;P2_m126_1;S3_m131_1
S2_m125_1|S3_m140_1;S_S;0;0;Staphylococcus;0.224039228;S2_m125_1;S3_m140_1
S2_m125_1|S3_m140_1;S_S;0;0;Acinetobacter;0.224039228;S2_m125_1;S3_m140_1
P1_m218_1|S2_m125_1;P_S;0;0;Acinetobacter;0.22403928;P1_m218_1;S2_m125_1
P1_m218_1|S2_m125_1;P_S;0;0;Staphylococcus;0.22403928;P1_m218_1;S2_m125_1
S2_m125_1|S3_m130_1;S_S;0;0;Acinetobacter;0.224042333;S2_m125_1;S3_m130_1
S2_m125_1|S3_m130_1;S_S;0;0;Staphylococcus;0.224042333;S2_m125_1;S3_m130_1
PUMICE2_m94_2|S3_m211_1;PUMICE_S;0;0;Staphylococcus;0.224045069;PUMICE2_m94_2;S3_m211_1
PUMICE2_m94_2|S3_m211_1;PUMICE_S;0;0;Acinetobacter;0.224045069;PUMICE2_m94_2;S3_m211_1
P2_m18_1|P3_m173_1;P_P;0;0;Staphylococcus;0.224071463;P2_m18_1;P3_m173_1
P3_m173_1|S3_m153_1;P_S;0;0;Staphylococcus;0.224086435;P3_m173_1;S3_m153_1
P3_m173_1|S3_m153_1;P_S;0;0;Acinetobacter;0.224086435;P3_m173_1;S3_m153_1
P2_m47_1|P3_m116_1;P_P;0;1;Acinetobacter;0.224119428;P2_m47_1;P3_m116_1
P2_m47_1|P3_m116_1;P_P;0;0;Staphylococcus;0.224119428;P2_m47_1;P3_m116_1
P2_m73_1|S3_m131_1;P_S;0;0;Acinetobacter;0.224175538;P2_m73_1;S3_m131_1
P2_m73_1|S3_m131_1;P_S;0;0;Staphylococcus;0.224175538;P2_m73_1;S3_m131_1
P2_m73_2|S3_m131_1;P_S;0;0;Acinetobacter;0.224175538;P2_m73_2;S3_m131_1
P2_m73_2|S3_m131_1;P_S;0;0;Staphylococcus;0.224175538;P2_m73_2;S3_m131_1
S2_m234_1|S3_m197_2;S_S;1;2;Staphylococcus;0.224181023;S2_m234_1;S3_m197_2
S2_m234_1|S3_m197_2;S_S;1;0;Acinetobacter;0.224181023;S2_m234_1;S3_m197_2
P1_m244_1|S3_m212_1;P_S;0;0;Acinetobacter;0.224192441;P1_m244_1;S3_m212_1
P3_m176_1|S3_m208_1;P_S;1;2;Staphylococcus;0.224224865;P3_m176_1;S3_m208_1
P3_m176_1|S3_m208_1;P_S;1;0;Acinetobacter;0.224224865;P3_m176_1;S3_m208_1
P2_m39_1|S3_m131_1;P_S;0;0;Staphylococcus;0.224256021;P2_m39_1;S3_m131_1
P2_m39_1|S3_m131_1;P_S;0;0;Acinetobacter;0.224256021;P2_m39_1;S3_m131_1
P2_m39_1|S3_m146_1;P_S;0;0;Acinetobacter;0.224256021;P2_m39_1;S3_m146_1
P2_m39_1|S3_m146_1;P_S;0;0;Staphylococcus;0.224256021;P2_m39_1;S3_m146_1
P3_m176_1|S3_m140_1;P_S;0;0;Acinetobacter;0.224293439;P3_m176_1;S3_m140_1
P3_m176_1|S3_m140_1;P_S;0;0;Staphylococcus;0.224293439;P3_m176_1;S3_m140_1
P3_m187_1|S3_m140_1;P_S;0;0;Acinetobacter;0.22431714;P3_m187_1;S3_m140_1
P3_m187_1|S3_m140_1;P_S;0;0;Staphylococcus;0.22431714;P3_m187_1;S3_m140_1
P2_m8_1|P2_m88_1;P_P;1;0;Staphylococcus;0.224333485;P2_m8_1;P2_m88_1
PUMICE2_m94_2|S2_m59_1;PUMICE_S;0;0;Acinetobacter;0.22433477;PUMICE2_m94_2;S2_m59_1
PUMICE2_m94_2|S2_m59_1;PUMICE_S;0;0;Staphylococcus;0.22433477;PUMICE2_m94_2;S2_m59_1
P2_m88_1|S2_m9_2;P_S;1;2;Staphylococcus;0.224337484;P2_m88_1;S2_m9_2
S2_m60_1|S3_m207_1;S_S;1;0;Acinetobacter;0.224352768;S2_m60_1;S3_m207_1
S2_m60_1|S3_m207_1;S_S;1;1;Staphylococcus;0.224352768;S2_m60_1;S3_m207_1
P2_m21_1|P2_m8_1;P_P;1;2;Staphylococcus;0.224375845;P2_m21_1;P2_m8_1
P2_m68_1|S3_m194_1;P_S;0;0;Acinetobacter;0.224377353;P2_m68_1;S3_m194_1
P2_m68_1|S3_m194_1;P_S;0;0;Staphylococcus;0.224377353;P2_m68_1;S3_m194_1
P3_m105_1|S3_m215_2;P_S;0;0;Acinetobacter;0.224401825;P3_m105_1;S3_m215_2
P3_m105_1|S3_m215_2;P_S;0;0;Staphylococcus;0.224401825;P3_m105_1;S3_m215_2
P2_m30_1|P2_m83_1;P_P;1;0;Acinetobacter;0.224432938;P2_m30_1;P2_m83_1
P2_m30_1|P2_m83_1;P_P;1;2;Staphylococcus;0.224432938;P2_m30_1;P2_m83_1
P2_m83_1|S3_m132_1;P_S;1;0;Acinetobacter;0.224432938;P2_m83_1;S3_m132_1
P2_m83_1|S3_m132_1;P_S;1;2;Staphylococcus;0.224432938;P2_m83_1;S3_m132_1
P2_m83_1|S3_m138_1;P_S;1;0;Staphylococcus;0.224432938;P2_m83_1;S3_m138_1
P2_m83_1|S3_m138_1;P_S;1;0;Acinetobacter;0.224432938;P2_m83_1;S3_m138_1
P2_m83_1|P3_m158_1;P_P;1;0;Acinetobacter;0.224432938;P2_m83_1;P3_m158_1
P2_m83_1|P3_m158_1;P_P;1;2;Staphylococcus;0.224432938;P2_m83_1;P3_m158_1
P2_m83_1|S3_m201_1;P_S;1;2;Staphylococcus;0.224432938;P2_m83_1;S3_m201_1
P2_m83_1|S3_m201_1;P_S;1;0;Acinetobacter;0.224432938;P2_m83_1;S3_m201_1
P2_m24_1|P2_m83_1;P_P;1;0;Acinetobacter;0.224435017;P2_m24_1;P2_m83_1
P2_m24_1|P2_m83_1;P_P;1;2;Staphylococcus;0.224435017;P2_m24_1;P2_m83_1
P2_m83_1|S2_m52_1;P_S;1;0;Acinetobacter;0.224435017;P2_m83_1;S2_m52_1
P2_m83_1|S2_m52_1;P_S;1;0;Staphylococcus;0.224435017;P2_m83_1;S2_m52_1
P3_m173_1|S2_m234_1;P_S;1;0;Acinetobacter;0.224467856;P3_m173_1;S2_m234_1
P3_m173_1|S2_m234_1;P_S;1;2;Staphylococcus;0.224467856;P3_m173_1;S2_m234_1
P3_m156_1|P3_m188_1;P_P;0;0;Acinetobacter;0.224470125;P3_m156_1;P3_m188_1
P3_m156_1|P3_m188_1;P_P;0;0;Staphylococcus;0.224470125;P3_m156_1;P3_m188_1
S3_m153_1|S3_m206_1;S_S;1;0;Acinetobacter;0.224471144;S3_m153_1;S3_m206_1
S3_m153_1|S3_m206_1;S_S;1;0;Staphylococcus;0.224471144;S3_m153_1;S3_m206_1
P2_m39_1|S2_m60_1;P_S;0;nan;Staphylococcus;0.224484221;P2_m39_1;S2_m60_1
P2_m39_1|S2_m60_1;P_S;0;0;Acinetobacter;0.224484221;P2_m39_1;S2_m60_1
P3_m176_1|S2_m234_1;P_S;1;0;Acinetobacter;0.224508812;P3_m176_1;S2_m234_1
P3_m176_1|S2_m234_1;P_S;1;2;Staphylococcus;0.224508812;P3_m176_1;S2_m234_1
P3_m158_1|P3_m187_1;P_P;1;2;Staphylococcus;0.22451788;P3_m158_1;P3_m187_1
P3_m158_1|P3_m187_1;P_P;1;0;Acinetobacter;0.22451788;P3_m158_1;P3_m187_1
P2_m67_1|P3_m154_1;P_P;0;0;Acinetobacter;0.224518613;P2_m67_1;P3_m154_1
P2_m67_1|P3_m154_1;P_P;0;0;Staphylococcus;0.224518613;P2_m67_1;P3_m154_1
P2_m67_1|S3_m133_1;P_S;0;0;Acinetobacter;0.224518613;P2_m67_1;S3_m133_1
P2_m67_1|S3_m133_1;P_S;0;0;Staphylococcus;0.224518613;P2_m67_1;S3_m133_1
P3_m187_1|S3_m201_1;P_S;1;0;Staphylococcus;0.224521017;P3_m187_1;S3_m201_1
P3_m187_1|S3_m201_1;P_S;1;0;Acinetobacter;0.224521017;P3_m187_1;S3_m201_1
P3_m187_1|S2_m52_1;P_S;1;0;Acinetobacter;0.224521017;P3_m187_1;S2_m52_1
P3_m187_1|S2_m52_1;P_S;1;2;Staphylococcus;0.224521017;P3_m187_1;S2_m52_1
P3_m187_1|S3_m138_1;P_S;1;0;Acinetobacter;0.224521017;P3_m187_1;S3_m138_1
P3_m187_1|S3_m138_1;P_S;1;0;Staphylococcus;0.224521017;P3_m187_1;S3_m138_1
P3_m187_1|S3_m132_1;P_S;1;0;Acinetobacter;0.224521017;P3_m187_1;S3_m132_1
P3_m187_1|S3_m132_1;P_S;1;2;Staphylococcus;0.224521017;P3_m187_1;S3_m132_1
P2_m24_1|P3_m187_1;P_P;1;2;Staphylococcus;0.224521017;P2_m24_1;P3_m187_1
P2_m24_1|P3_m187_1;P_P;1;0;Acinetobacter;0.224521017;P2_m24_1;P3_m187_1
P2_m30_1|P3_m187_1;P_P;1;0;Acinetobacter;0.224521017;P2_m30_1;P3_m187_1
P2_m30_1|P3_m187_1;P_P;1;0;Staphylococcus;0.224521017;P2_m30_1;P3_m187_1
P2_m31_3|P3_m105_1;P_P;0;0;Acinetobacter;0.22452373;P2_m31_3;P3_m105_1
P2_m31_3|P3_m105_1;P_P;0;0;Staphylococcus;0.22452373;P2_m31_3;P3_m105_1
P2_m66_1|S2_m125_1;P_S;0;0;Staphylococcus;0.224573542;P2_m66_1;S2_m125_1
P2_m66_1|S2_m125_1;P_S;0;0;Acinetobacter;0.224573542;P2_m66_1;S2_m125_1
P2_m69_1|S2_m125_1;P_S;0;0;Staphylococcus;0.224573542;P2_m69_1;S2_m125_1
P2_m69_1|S2_m125_1;P_S;0;0;Acinetobacter;0.224573542;P2_m69_1;S2_m125_1
S2_m125_1|S2_m54_1;S_S;0;0;Staphylococcus;0.224577909;S2_m125_1;S2_m54_1
S2_m125_1|S2_m54_1;S_S;0;0;Acinetobacter;0.224577909;S2_m125_1;S2_m54_1
P2_m31_3|P3_m176_1;P_P;0;0;Staphylococcus;0.224584116;P2_m31_3;P3_m176_1
P2_m31_3|P3_m176_1;P_P;0;0;Acinetobacter;0.224584116;P2_m31_3;P3_m176_1
P2_m85_1|P3_m176_1;P_P;0;0;Acinetobacter;0.224661416;P2_m85_1;P3_m176_1
P2_m85_1|P3_m176_1;P_P;0;0;Staphylococcus;0.224661416;P2_m85_1;P3_m176_1
P2_m126_1|S2_m61_1;P_S;1;0;Acinetobacter;0.22467004;P2_m126_1;S2_m61_1
P2_m126_1|S2_m61_1;P_S;1;2;Staphylococcus;0.22467004;P2_m126_1;S2_m61_1
P2_m19_1|P2_m71_1;P_P;0;0;Staphylococcus;0.224756579;P2_m19_1;P2_m71_1
P2_m19_1|P2_m71_1;P_P;0;0;Acinetobacter;0.224756579;P2_m19_1;P2_m71_1
P3_m163_1|P3_m187_1;P_P;0;0;Acinetobacter;0.224757291;P3_m163_1;P3_m187_1
P3_m163_1|P3_m187_1;P_P;0;0;Staphylococcus;0.224757291;P3_m163_1;P3_m187_1
P2_m126_1|P3_m123_1;P_P;0;0;Acinetobacter;0.224774568;P2_m126_1;P3_m123_1
P2_m126_1|P3_m123_1;P_P;0;1;Staphylococcus;0.224774568;P2_m126_1;P3_m123_1
P2_m31_4|P2_m47_1;P_P;0;0;Staphylococcus;0.224790226;P2_m31_4;P2_m47_1
P2_m31_4|P2_m47_1;P_P;0;0;Acinetobacter;0.224790226;P2_m31_4;P2_m47_1
P2_m31_1|P2_m47_1;P_P;0;0;Staphylococcus;0.224790226;P2_m31_1;P2_m47_1
P2_m31_1|P2_m47_1;P_P;0;0;Acinetobacter;0.224790226;P2_m31_1;P2_m47_1
P2_m126_1|S3_m206_1;P_S;1;0;Acinetobacter;0.22481828;P2_m126_1;S3_m206_1
P2_m126_1|S3_m206_1;P_S;1;2;Staphylococcus;0.22481828;P2_m126_1;S3_m206_1
P3_m187_1|S3_m203_1;P_S;0;0;Acinetobacter;0.224820937;P3_m187_1;S3_m203_1
P3_m187_1|S3_m203_1;P_S;0;0;Staphylococcus;0.224820937;P3_m187_1;S3_m203_1
P3_m105_1|S3_m215_1;P_S;0;0;Acinetobacter;0.224898334;P3_m105_1;S3_m215_1
P3_m105_1|S3_m215_1;P_S;0;0;Staphylococcus;0.224898334;P3_m105_1;S3_m215_1
S2_m60_1|S3_m197_2;S_S;0;0;Staphylococcus;0.224906817;S2_m60_1;S3_m197_2
S2_m60_1|S3_m197_2;S_S;0;0;Acinetobacter;0.224906817;S2_m60_1;S3_m197_2
P3_m187_1|S2_m233_1;P_S;0;0;Acinetobacter;0.224950193;P3_m187_1;S2_m233_1
P3_m187_1|S2_m233_1;P_S;0;0;Staphylococcus;0.224950193;P3_m187_1;S2_m233_1
S2_m55_1|S3_m213_1;S_S;0;1;Staphylococcus;0.224959549;S2_m55_1;S3_m213_1
P2_m239_1|P3_m123_1;P_P;0;1;Staphylococcus;0.224963564;P2_m239_1;P3_m123_1
P2_m239_1|P3_m123_1;P_P;0;0;Acinetobacter;0.224963564;P2_m239_1;P3_m123_1
P3_m112_1|S3_m196_1;P_S;0;0;Staphylococcus;0.224969447;P3_m112_1;S3_m196_1
P2_m90_1|S3_m153_1;P_S;1;0;Acinetobacter;0.224976962;P2_m90_1;S3_m153_1
P2_m90_1|S3_m153_1;P_S;1;0;Staphylococcus;0.224976962;P2_m90_1;S3_m153_1
P2_m126_1|S3_m146_1;P_S;0;0;Staphylococcus;0.225041534;P2_m126_1;S3_m146_1
P2_m126_1|S3_m146_1;P_S;0;0;Acinetobacter;0.225041534;P2_m126_1;S3_m146_1
P2_m71_1|P2_m73_1;P_P;0;0;Acinetobacter;0.22505899;P2_m71_1;P2_m73_1
P2_m71_1|P2_m73_1;P_P;0;0;Staphylococcus;0.22505899;P2_m71_1;P2_m73_1
P2_m71_1|P2_m73_2;P_P;0;0;Acinetobacter;0.22505899;P2_m71_1;P2_m73_2
P2_m71_1|P2_m73_2;P_P;0;0;Staphylococcus;0.22505899;P2_m71_1;P2_m73_2
S2_m60_1|S3_m198_1;S_S;0;0;Acinetobacter;0.225081252;S2_m60_1;S3_m198_1
S2_m60_1|S3_m198_1;S_S;0;nan;Staphylococcus;0.225081252;S2_m60_1;S3_m198_1
P2_m68_1|S2_m56_1;P_S;0;0;Acinetobacter;0.225097164;P2_m68_1;S2_m56_1
P2_m68_1|S2_m56_1;P_S;0;0;Staphylococcus;0.225097164;P2_m68_1;S2_m56_1
P2_m88_1|S2_m56_1;P_S;0;0;Staphylococcus;0.225097164;P2_m88_1;S2_m56_1
P2_m30_1|P2_m66_1;P_P;1;0;Acinetobacter;0.225098293;P2_m30_1;P2_m66_1
P2_m30_1|P2_m66_1;P_P;1;2;Staphylococcus;0.225098293;P2_m30_1;P2_m66_1
P2_m30_1|P2_m69_1;P_P;1;0;Acinetobacter;0.225098293;P2_m30_1;P2_m69_1
P2_m30_1|P2_m69_1;P_P;1;2;Staphylococcus;0.225098293;P2_m30_1;P2_m69_1
P2_m66_1|S3_m132_1;P_S;1;2;Staphylococcus;0.225098293;P2_m66_1;S3_m132_1
P2_m66_1|S3_m132_1;P_S;1;0;Acinetobacter;0.225098293;P2_m66_1;S3_m132_1
P2_m66_1|S3_m138_1;P_S;1;2;Staphylococcus;0.225098293;P2_m66_1;S3_m138_1
P2_m66_1|S3_m138_1;P_S;1;0;Acinetobacter;0.225098293;P2_m66_1;S3_m138_1
P2_m66_1|P3_m158_1;P_P;1;2;Staphylococcus;0.225098293;P2_m66_1;P3_m158_1
P2_m66_1|P3_m158_1;P_P;1;0;Acinetobacter;0.225098293;P2_m66_1;P3_m158_1
P2_m66_1|S3_m201_1;P_S;1;2;Staphylococcus;0.225098293;P2_m66_1;S3_m201_1
P2_m66_1|S3_m201_1;P_S;1;0;Acinetobacter;0.225098293;P2_m66_1;S3_m201_1
P2_m69_1|S3_m132_1;P_S;1;2;Staphylococcus;0.225098293;P2_m69_1;S3_m132_1
P2_m69_1|S3_m132_1;P_S;1;0;Acinetobacter;0.225098293;P2_m69_1;S3_m132_1
P2_m69_1|S3_m138_1;P_S;1;nan;Staphylococcus;0.225098293;P2_m69_1;S3_m138_1
P2_m69_1|S3_m138_1;P_S;1;0;Acinetobacter;0.225098293;P2_m69_1;S3_m138_1
P2_m69_1|P3_m158_1;P_P;1;0;Acinetobacter;0.225098293;P2_m69_1;P3_m158_1
P2_m69_1|P3_m158_1;P_P;1;2;Staphylococcus;0.225098293;P2_m69_1;P3_m158_1
P2_m69_1|S3_m201_1;P_S;1;2;Staphylococcus;0.225098293;P2_m69_1;S3_m201_1
P2_m69_1|S3_m201_1;P_S;1;0;Acinetobacter;0.225098293;P2_m69_1;S3_m201_1
P2_m24_1|P2_m66_1;P_P;1;2;Staphylococcus;0.225099523;P2_m24_1;P2_m66_1
P2_m24_1|P2_m66_1;P_P;1;0;Acinetobacter;0.225099523;P2_m24_1;P2_m66_1
P2_m24_1|P2_m69_1;P_P;1;0;Acinetobacter;0.225099523;P2_m24_1;P2_m69_1
P2_m24_1|P2_m69_1;P_P;1;2;Staphylococcus;0.225099523;P2_m24_1;P2_m69_1
P2_m66_1|S2_m52_1;P_S;1;0;Acinetobacter;0.225099523;P2_m66_1;S2_m52_1
P2_m66_1|S2_m52_1;P_S;1;2;Staphylococcus;0.225099523;P2_m66_1;S2_m52_1
P2_m69_1|S2_m52_1;P_S;1;0;Acinetobacter;0.225099523;P2_m69_1;S2_m52_1
P2_m69_1|S2_m52_1;P_S;1;nan;Staphylococcus;0.225099523;P2_m69_1;S2_m52_1
P2_m30_1|S2_m54_1;P_S;1;0;Acinetobacter;0.225101909;P2_m30_1;S2_m54_1
P2_m30_1|S2_m54_1;P_S;1;2;Staphylococcus;0.225101909;P2_m30_1;S2_m54_1
S2_m54_1|S3_m132_1;S_S;1;0;Staphylococcus;0.225101909;S2_m54_1;S3_m132_1
S2_m54_1|S3_m132_1;S_S;1;0;Acinetobacter;0.225101909;S2_m54_1;S3_m132_1
S2_m54_1|S3_m138_1;S_S;1;0;Acinetobacter;0.225101909;S2_m54_1;S3_m138_1
S2_m54_1|S3_m138_1;S_S;1;2;Staphylococcus;0.225101909;S2_m54_1;S3_m138_1
P3_m158_1|S2_m54_1;P_S;1;2;Staphylococcus;0.225101909;P3_m158_1;S2_m54_1
P3_m158_1|S2_m54_1;P_S;1;0;Acinetobacter;0.225101909;P3_m158_1;S2_m54_1
S2_m54_1|S3_m201_1;S_S;1;2;Staphylococcus;0.225101909;S2_m54_1;S3_m201_1
S2_m54_1|S3_m201_1;S_S;1;0;Acinetobacter;0.225101909;S2_m54_1;S3_m201_1
P2_m24_1|S2_m54_1;P_S;1;2;Staphylococcus;0.225103225;P2_m24_1;S2_m54_1
P2_m24_1|S2_m54_1;P_S;1;0;Acinetobacter;0.225103225;P2_m24_1;S2_m54_1
S2_m52_1|S2_m54_1;S_S;1;0;Acinetobacter;0.225103225;S2_m52_1;S2_m54_1
S2_m52_1|S2_m54_1;S_S;1;2;Staphylococcus;0.225103225;S2_m52_1;S2_m54_1
P2_m70_1|S2_m55_1;P_S;0;0;Staphylococcus;0.225150982;P2_m70_1;S2_m55_1
P2_m70_1|S2_m125_1;P_S;0;0;Acinetobacter;0.225154404;P2_m70_1;S2_m125_1
P2_m70_1|S2_m125_1;P_S;0;0;Staphylococcus;0.225154404;P2_m70_1;S2_m125_1
P3_m105_1|S2_m55_1;P_S;0;0;Staphylococcus;0.225180753;P3_m105_1;S2_m55_1
P2_m90_1|P3_m185_1;P_P;1;0;Acinetobacter;0.225182744;P2_m90_1;P3_m185_1
P2_m90_1|P3_m185_1;P_P;1;2;Staphylococcus;0.225182744;P2_m90_1;P3_m185_1
P2_m22_1|S3_m194_1;P_S;0;0;Acinetobacter;0.225198792;P2_m22_1;S3_m194_1
P2_m22_1|S3_m194_1;P_S;0;0;Staphylococcus;0.225198792;P2_m22_1;S3_m194_1
P1_m218_1|S2_m55_1;P_S;0;0;Acinetobacter;0.22521051;P1_m218_1;S2_m55_1
P1_m218_1|S2_m55_1;P_S;0;0;Staphylococcus;0.22521051;P1_m218_1;S2_m55_1
P2_m73_1|S3_m146_1;P_S;0;0;Staphylococcus;0.225210615;P2_m73_1;S3_m146_1
P2_m73_1|S3_m146_1;P_S;0;0;Acinetobacter;0.225210615;P2_m73_1;S3_m146_1
P2_m73_2|S3_m146_1;P_S;0;0;Acinetobacter;0.225210615;P2_m73_2;S3_m146_1
P2_m73_2|S3_m146_1;P_S;0;0;Staphylococcus;0.225210615;P2_m73_2;S3_m146_1
P2_m239_1|S3_m140_1;P_S;0;0;Acinetobacter;0.225219623;P2_m239_1;S3_m140_1
P2_m239_1|S3_m140_1;P_S;0;0;Staphylococcus;0.225219623;P2_m239_1;S3_m140_1
P3_m105_1|S3_m139_1;P_S;0;0;Staphylococcus;0.22522594;P3_m105_1;S3_m139_1
P3_m105_1|S3_m139_1;P_S;0;0;Acinetobacter;0.22522594;P3_m105_1;S3_m139_1
P3_m141_1|S3_m131_1;P_S;0;0;Acinetobacter;0.225231873;P3_m141_1;S3_m131_1
P3_m141_1|S3_m131_1;P_S;0;0;Staphylococcus;0.225231873;P3_m141_1;S3_m131_1
S2_m100_1|S2_m55_1;S_S;1;2;Staphylococcus;0.225235189;S2_m100_1;S2_m55_1
P2_m21_1|S3_m129_1;P_S;0;0;Staphylococcus;0.225236546;P2_m21_1;S3_m129_1
P1_m107_1|S3_m196_1;P_S;0;0;Acinetobacter;0.225248384;P1_m107_1;S3_m196_1
P1_m107_1|S3_m196_1;P_S;0;0;Staphylococcus;0.225248384;P1_m107_1;S3_m196_1
S2_m125_1|S3_m133_1;S_S;0;0;Staphylococcus;0.225283119;S2_m125_1;S3_m133_1
S2_m125_1|S3_m133_1;S_S;0;0;Acinetobacter;0.225283119;S2_m125_1;S3_m133_1
P3_m154_1|S2_m125_1;P_S;0;0;Staphylococcus;0.225283119;P3_m154_1;S2_m125_1
P3_m154_1|S2_m125_1;P_S;0;0;Acinetobacter;0.225283119;P3_m154_1;S2_m125_1
P3_m102_1|S3_m229_1;P_S;0;0;Acinetobacter;0.225315525;P3_m102_1;S3_m229_1
P3_m102_1|S3_m229_1;P_S;0;0;Staphylococcus;0.225315525;P3_m102_1;S3_m229_1
S2_m234_1|S3_m135_1;S_S;1;0;Acinetobacter;0.225328211;S2_m234_1;S3_m135_1
S2_m234_1|S3_m135_1;S_S;1;2;Staphylococcus;0.225328211;S2_m234_1;S3_m135_1
P3_m171_2|S2_m60_1;P_S;0;0;Acinetobacter;0.225341789;P3_m171_2;S2_m60_1
P3_m171_2|S2_m60_1;P_S;0;0;Staphylococcus;0.225341789;P3_m171_2;S2_m60_1
